,Artist_followers,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Explicit_false,Explicit_true,album,compilation,single,bolero,boy band,country,dance/electronic,else,funk,hip hop,house,indie,jazz,k-pop,latin,metal,opm,pop,r&b/soul,rap,reggae,reggaeton,rock,trap,Top50_dummy
84741,5270929.0,9.0,14.0,0.406,0.793,0.0,-4.389,0.0,0.425,0.0656,0.0,0.346,0.363,78.264,165871.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88942,4688338.0,1.0,1.0,0.753,0.597,8.0,-8.469,1.0,0.292,0.0477,0.0,0.197,0.616,76.997,175170.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89331,3388289.0,13.0,14.0,0.89,0.498,10.0,-7.4,0.0,0.427,0.0431,0.0,0.111,0.244,130.995,162093.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63873,2237000.0,10.0,18.0,0.874,0.656,7.0,-6.478,0.0,0.091,0.585,0.0,0.251,0.561,134.022,179372.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41128,2945049.0,3.0,11.0,0.699,0.558,11.0,-7.622,1.0,0.0603,0.462,0.0,0.116,0.493,79.992,165000.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
486,4447390.0,5.0,19.0,0.917,0.392,10.0,-5.108,0.0,0.315,0.16,0.000156,0.104,0.544,131.514,160907.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67621,3655109.0,1.0,1.0,0.871,0.715,3.0,-7.828,0.0,0.147,0.196,0.0,0.14,0.378,150.955,102960.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87162,1140268.0,4.0,10.0,0.362,0.377,2.0,-9.713,1.0,0.0339,0.732,0.000631,0.127,0.294,137.891,178176.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85681,385840.0,1.0,1.0,0.471,0.791,5.0,-3.373,0.0,0.238,0.0198,0.0,0.232,0.507,188.36,200457.0,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,4770134.0,12.0,12.0,0.538,0.131,7.0,-14.104,1.0,0.0316,0.983,0.00522,0.156,0.32,136.149,190013.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26803,5647016.0,9.0,19.0,0.961,0.438,7.0,-7.877,1.0,0.31,0.0431,0.0,0.139,0.412,124.018,251080.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41489,20814678.0,3.0,10.0,0.784,0.728,0.0,-4.549,0.0,0.0539,0.34,0.0,0.222,0.713,110.165,229160.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
86657,1464818.0,1.0,1.0,0.74,0.516,1.0,-6.233,0.0,0.0507,0.0183,0.0,0.0558,0.698,139.918,170858.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89354,1426834.0,3.0,12.0,0.7,0.864,7.0,-3.629,1.0,0.0283,0.0212,0.0,0.0956,0.887,102.997,297587.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26131,14439685.0,7.0,14.0,0.668,0.449,0.0,-7.897,1.0,0.0451,0.477,0.0,0.107,0.154,129.889,205280.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14942,9339408.0,1.0,1.0,0.791,0.745,11.0,-3.695,0.0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87344,3540805.0,1.0,1.0,0.784,0.496,7.0,-5.746,1.0,0.0435,0.14,0.0,0.113,0.132,100.002,144028.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82974,39214943.0,1.0,1.0,0.631,0.239,11.0,-7.071,0.0,0.0398,0.864,0.0,0.116,0.0927,79.859,149297.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
73241,9717614.0,1.0,1.0,0.502,0.786,9.0,-4.378,0.0,0.317,0.255,0.0,0.65,0.739,169.021,243491.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82287,9614009.0,4.0,13.0,0.489,0.588,1.0,-6.177,1.0,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,269600.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
43165,52571724.0,7.0,12.0,0.671,0.714,7.0,-5.373,1.0,0.21,0.0844,1.48e-06,0.0568,0.477,105.137,140693.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
82908,20814678.0,1.0,1.0,0.786,0.735,0.0,-4.502,0.0,0.0495,0.362,0.0,0.176,0.747,110.124,229640.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67132,17732676.0,1.0,1.0,0.622,0.621,11.0,-4.924,0.0,0.129,0.0864,9.8e-05,0.121,0.567,158.946,213040.0,4.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36398,4454166.0,5.0,19.0,0.879,0.491,11.0,-7.459,0.0,0.339,0.013,0.0,0.112,0.224,152.008,182440.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22698,283585.0,1.0,1.0,0.776,0.732,8.0,-3.719,1.0,0.081,0.175,0.0,0.364,0.383,144.076,153351.0,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88345,6648019.0,12.0,17.0,0.971,0.465,1.0,-5.655,1.0,0.23,0.0295,0.0,0.097,0.131,119.994,160518.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88041,3594445.0,10.0,14.0,0.366,0.718,0.0,-6.502,0.0,0.0284,0.0274,2.17e-06,0.358,0.806,108.975,205267.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26721,10065137.0,3.0,32.0,0.733,0.567,0.0,-6.718,1.0,0.319,0.0129,0.0,0.382,0.319,75.491,238816.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16126,1491082.0,1.0,1.0,0.647,0.853,8.0,-4.516,1.0,0.0904,0.0615,0.0,0.062,0.618,103.846,189000.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2659,23289724.0,1.0,1.0,0.71,0.808,2.0,-6.703,0.0,0.0433,0.44,0.000773,0.0734,0.392,99.989,226003.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
67566,4353578.0,15.0,15.0,0.502,0.633,1.0,-5.8,1.0,0.419,0.00991,0.0,0.389,0.552,83.226,349600.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78511,3285815.0,1.0,1.0,0.544,0.379,7.0,-9.113,0.0,0.0412,0.863,0.0,0.083,0.322,199.756,191813.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48214,15770741.0,1.0,14.0,0.357,0.238,8.0,-16.78,0.0,0.265,0.142,0.0859,0.55,0.494,156.907,118067.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72572,39078037.0,3.0,13.0,0.876,0.786,10.0,-4.884,0.0,0.306,0.0627,0.0,0.127,0.575,153.068,244679.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33621,25562055.0,5.0,6.0,0.484,0.716,5.0,-7.193,0.0,0.167,0.3,0.00214,0.112,0.365,184.131,230027.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
84708,25562055.0,16.0,18.0,0.467,0.417,8.0,-10.614,0.0,0.074,0.421,0.000202,0.102,0.171,120.021,321027.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86800,5502398.0,16.0,21.0,0.781,0.672,1.0,-4.159,1.0,0.256,0.719,0.0,0.275,0.757,140.281,113143.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25958,559602.0,1.0,1.0,0.732,0.856,11.0,-2.2,0.0,0.0929,0.0828,0.0,0.323,0.771,145.034,177670.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57210,12691508.0,1.0,1.0,0.464,0.822,1.0,-1.881,1.0,0.294,0.0568,0.0,0.103,0.722,79.973,202641.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55981,2367135.0,1.0,1.0,0.942,0.383,10.0,-8.099,1.0,0.565,0.00195,0.0,0.0922,0.38,100.021,177806.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85289,18673543.0,1.0,1.0,0.6,0.671,0.0,-4.875,1.0,0.0893,0.238,0.0,0.164,0.25,129.782,225539.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85048,6237932.0,1.0,6.0,0.619,0.762,0.0,-6.738,0.0,0.0692,0.00304,0.0,0.122,0.324,122.916,218747.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88116,1693711.0,8.0,10.0,0.591,0.764,1.0,-9.588,1.0,0.0465,0.0343,0.621,0.285,0.178,128.297,288199.0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3666,16931568.0,8.0,12.0,0.653,0.658,2.0,-6.428,1.0,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4358,5372519.0,13.0,13.0,0.753,0.686,1.0,-5.415,0.0,0.284,0.0677,0.0,0.193,0.886,132.055,194732.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18847,29173640.0,2.0,13.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
63480,4807934.0,9.0,13.0,0.943,0.654,1.0,-5.175,1.0,0.274,0.0552,0.0,0.0893,0.608,100.091,139500.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87540,3747160.0,12.0,17.0,0.593,0.805,5.0,-4.892,1.0,0.0346,0.0636,0.0,0.226,0.845,103.955,171920.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18275,33485486.0,3.0,16.0,0.686,0.662,7.0,-8.505,1.0,0.0413,0.467,0.0023,0.109,0.706,147.922,230999.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
52961,5464936.0,2.0,58.0,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
83395,34697267.0,2.0,14.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
88218,109648.0,7.0,24.0,0.823,0.429,0.0,-7.759,0.0,0.185,0.185,0.000231,0.108,0.396,144.966,162207.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31216,5236599.0,1.0,1.0,0.679,0.634,5.0,-5.024,0.0,0.0654,0.232,0.0,0.115,0.498,102.013,210091.0,4.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89311,3840363.0,6.0,14.0,0.487,0.366,8.0,-9.405,0.0,0.0531,0.241,0.0,0.126,0.161,68.191,272187.0,5.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32622,789922.0,7.0,14.0,0.886,0.525,8.0,-7.39,1.0,0.131,0.236,0.0,0.057,0.708,145.99,225205.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19346,2911105.0,2.0,11.0,0.612,0.799,10.0,-4.603,1.0,0.0275,0.00898,0.0,0.172,0.687,125.976,188253.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84950,25562055.0,9.0,17.0,0.647,0.291,2.0,-8.275,0.0,0.0363,0.408,0.0,0.0772,0.4,119.839,277707.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88766,2691848.0,15.0,15.0,0.677,0.443,0.0,-9.375,1.0,0.027,0.514,0.0,0.107,0.629,137.089,202213.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75316,5754092.0,14.0,14.0,0.642,0.772,10.0,-6.61,1.0,0.0848,0.0476,0.0,0.0646,0.589,153.995,164205.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
15975,15770741.0,14.0,14.0,0.552,0.731,7.0,-6.873,1.0,0.615,0.0536,0.0,0.258,0.632,174.516,248613.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62271,24755789.0,15.0,26.0,0.734,0.855,9.0,-3.211,1.0,0.118,0.00481,0.0,0.123,0.422,126.035,222732.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17573,24755789.0,8.0,9.0,0.856,0.617,10.0,-5.308,0.0,0.0841,0.171,0.0,0.0857,0.759,136.082,235780.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46254,6954833.0,1.0,7.0,0.709,0.959,1.0,-1.339,1.0,0.0603,0.0296,0.00188,0.107,0.644,128.983,206868.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37179,384448.0,1.0,1.0,0.783,0.537,9.0,-2.921,1.0,0.0749,0.278,0.0,0.229,0.392,113.977,222866.0,4.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16851,613609.0,1.0,1.0,0.919,0.73,1.0,-6.581,1.0,0.088,0.00194,8.51e-05,0.101,0.189,95.044,219880.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87448,2091715.0,1.0,1.0,0.88,0.61,9.0,-5.257,1.0,0.402,0.196,0.0,0.105,0.383,135.993,170000.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88985,186273.0,1.0,1.0,0.511,0.852,2.0,-3.895,1.0,0.468,0.118,0.0,0.0901,0.316,163.863,195920.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66981,25562055.0,1.0,6.0,0.489,0.598,1.0,-4.929,1.0,0.036,0.218,0.0,0.35,0.172,134.045,228373.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
88573,969775.0,1.0,1.0,0.428,0.877,5.0,-4.722,0.0,0.0835,0.00153,0.00372,0.0943,0.113,75.518,221000.0,4.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86348,6648019.0,9.0,17.0,0.76,0.762,10.0,-4.486,0.0,0.07,0.0938,0.0,0.0829,0.269,125.019,184575.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,854572.0,3.0,13.0,0.605,0.664,8.0,-7.162,1.0,0.0316,0.00548,3e-06,0.204,0.164,103.997,176417.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18547,9460688.0,2.0,10.0,0.93,0.673,10.0,-7.314,0.0,0.0733,0.0112,0.0,0.138,0.219,134.984,188563.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18882,5087482.0,6.0,10.0,0.736,0.756,11.0,-7.099,1.0,0.047,0.00632,0.00577,0.106,0.712,117.016,231847.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72864,4654109.0,12.0,14.0,0.622,0.485,2.0,-7.259,1.0,0.0322,0.227,0.0,0.0889,0.236,118.051,208840.0,4.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84521,1664895.0,10.0,15.0,0.849,0.577,1.0,-6.802,1.0,0.181,0.0266,0.0,0.104,0.617,144.073,180020.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10615,12829933.0,9.0,17.0,0.772,0.483,6.0,-10.06,0.0,0.0564,0.0521,0.000375,0.377,0.479,120.005,277080.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
85365,3014761.0,13.0,17.0,0.576,0.625,0.0,-7.467,0.0,0.237,0.000596,0.0,0.119,0.219,178.017,117013.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6246,71783101.0,9.0,16.0,0.604,0.366,7.0,-7.881,1.0,0.0267,0.719,0.0,0.162,0.181,105.177,248413.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8561,5963018.0,1.0,11.0,0.768,0.702,4.0,-3.83,0.0,0.291,0.146,0.0,0.105,0.768,90.057,112667.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
89147,1316706.0,10.0,14.0,0.412,0.738,0.0,-6.203,1.0,0.236,0.253,0.0,0.114,0.398,80.375,163161.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48122,4135799.0,13.0,13.0,0.77,0.775,8.0,-4.65,0.0,0.0349,0.178,0.0,0.0651,0.848,124.013,256440.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60556,959599.0,11.0,12.0,0.447,0.848,2.0,-6.175,1.0,0.222,0.033,7.45e-05,0.722,0.485,172.247,203760.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56768,5236599.0,1.0,1.0,0.503,0.741,4.0,-5.128,1.0,0.047,0.579,1.49e-06,0.0712,0.458,88.335,207030.0,3.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40782,10361677.0,3.0,12.0,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
88496,1428644.0,1.0,12.0,0.678,0.509,2.0,-8.494,0.0,0.138,0.15,0.0,0.489,0.351,141.037,126000.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32884,1804817.0,3.0,7.0,0.582,0.778,4.0,-3.776,0.0,0.178,0.0347,0.0,0.21,0.205,82.193,195733.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82536,12829933.0,10.0,17.0,0.729,0.545,0.0,-7.818,1.0,0.0316,0.0174,0.000274,0.369,0.514,103.012,177067.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9119,331045.0,1.0,1.0,0.572,0.406,10.0,-8.624,1.0,0.0427,0.587,4.48e-06,0.102,0.265,119.812,201084.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23548,5372519.0,11.0,13.0,0.676,0.578,10.0,-4.669,0.0,0.375,0.0509,0.0,0.0796,0.698,158.896,203881.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50696,16413563.0,5.0,8.0,0.658,0.733,6.0,-4.756,1.0,0.0586,0.00668,0.0,0.118,0.464,127.977,192760.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
85433,1693711.0,1.0,15.0,0.286,0.728,0.0,-6.608,1.0,0.0616,0.000174,0.837,0.133,0.467,171.454,312120.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6204,26265604.0,1.0,1.0,0.817,0.539,6.0,-6.349,0.0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7518,4046263.0,1.0,1.0,0.707,0.629,0.0,-4.581,0.0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
75337,5372519.0,2.0,13.0,0.964,0.487,10.0,-6.071,0.0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86169,9460688.0,13.0,25.0,0.79,0.616,10.0,-7.397,0.0,0.0976,0.0873,2.44e-05,0.22,0.312,92.967,282740.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52041,11440791.0,9.0,14.0,0.439,0.412,9.0,-8.096,0.0,0.0327,0.793,0.0,0.0469,0.179,122.933,305900.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2465,21642776.0,1.0,1.0,0.749,0.752,6.0,-4.883,1.0,0.345,0.31,0.0,0.232,0.901,180.049,183753.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9114,23718139.0,1.0,1.0,0.618,0.836,9.0,-3.362,1.0,0.379,0.0474,0.0,0.172,0.54,212.058,181733.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55413,1562181.0,21.0,21.0,0.125,0.174,4.0,-16.878,1.0,0.0363,0.949,0.00051,0.0881,0.123,89.095,201040.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88267,613609.0,1.0,1.0,0.805,0.71,1.0,-6.642,1.0,0.309,0.000881,2.64e-05,0.358,0.147,190.044,146907.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14839,5270929.0,2.0,15.0,0.861,0.666,8.0,-5.18,0.0,0.343,0.00218,0.0,0.272,0.853,145.041,202625.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42346,22910410.0,3.0,18.0,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
86609,2382140.0,13.0,16.0,0.779,0.797,0.0,-4.583,0.0,0.356,0.129,0.0,0.118,0.231,159.958,180058.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48322,29173640.0,7.0,17.0,0.614,0.66,0.0,-2.848,1.0,0.0441,0.19,0.0,0.211,0.452,145.01,245267.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
67352,3586162.0,14.0,18.0,0.717,0.442,6.0,-8.045,1.0,0.0415,0.691,5.92e-05,0.0811,0.245,115.01,202072.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86624,3550384.0,2.0,9.0,0.531,0.626,0.0,-13.371,1.0,0.0452,0.0606,0.0,0.0767,0.746,88.236,227693.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87307,5647016.0,15.0,19.0,0.808,0.756,5.0,-7.429,0.0,0.214,0.00161,9.26e-05,0.226,0.631,74.999,141493.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87198,44806.0,8.0,24.0,0.751,0.719,3.0,-4.78,0.0,0.0433,0.425,0.0,0.0721,0.859,142.153,182691.0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37811,159542.0,17.0,17.0,0.8,0.658,1.0,-6.142,0.0,0.079,0.25,0.0,0.111,0.462,140.042,195429.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
