,Artist_followers,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Explicit_false,Explicit_true,album,compilation,single,bolero,boy band,country,dance/electronic,else,funk,hip hop,house,indie,jazz,k-pop,latin,metal,opm,pop,r&b/soul,rap,reggae,reggaeton,rock,trap,Top50_dummy
89327,3655109.0,13.0,24.0,0.885,0.408,8.0,-12.923,1.0,0.116,0.581,1.23e-05,0.117,0.263,129.894,74344.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76106,5305740.0,3.0,13.0,0.497,0.77,6.0,-4.298,1.0,0.0757,0.0472,0.0,0.102,0.47,167.892,213640.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
77088,1283811.0,1.0,1.0,0.695,0.672,1.0,-6.109,0.0,0.0345,0.014,8.44e-05,0.0756,0.245,104.988,235827.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35216,16588925.0,1.0,1.0,0.774,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,182521.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60830,33485486.0,12.0,18.0,0.433,0.182,0.0,-12.566,1.0,0.0641,0.907,0.0,0.123,0.421,207.476,201587.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29611,1982751.0,1.0,1.0,0.848,0.457,0.0,-10.118,1.0,0.293,0.153,0.0,0.115,0.227,100.018,195649.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88690,5647016.0,13.0,19.0,0.935,0.505,1.0,-7.155,0.0,0.0931,0.0508,0.0,0.0841,0.183,128.044,198173.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84831,8406712.0,5.0,11.0,0.627,0.703,0.0,-4.884,1.0,0.236,0.563,0.0,0.0962,0.64,81.897,217307.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66835,14877871.0,1.0,1.0,0.786,0.808,7.0,-3.702,1.0,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
86414,3809217.0,8.0,20.0,0.384,0.598,10.0,-8.216,0.0,0.153,0.168,0.0,0.61,0.365,82.455,174333.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60843,476000.0,1.0,1.0,0.835,0.457,4.0,-7.455,0.0,0.204,0.138,1.96e-06,0.109,0.544,99.99,211274.0,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
